2008,01,03,10000
2008,01,04,10000
2008,01,07,10000
2008,01,08,10000
2008,01,09,10000
2008,01,10,10000
2008,01,11,10000
2008,01,14,10000
2008,01,15,10000
2008,01,16,10000
2008,01,17,10000
2008,01,18,10000
2008,01,22,10000
2008,01,23,10000
2008,01,24,10000
2008,01,25,10000
2008,01,28,10000
2008,01,29,10000
2008,01,30,10000
2008,01,31,10000
2008,02,01,10000
2008,02,04,10000
2008,02,05,10000
2008,02,06,10000
2008,02,07,9982
2008,02,08,9993
2008,02,11,10003
2008,02,12,10003
2008,02,13,10030
2008,02,14,10030
2008,02,15,10030
2008,02,19,10030
2008,02,20,10038
2008,02,21,10034
2008,02,22,10035
2008,02,25,10056
2008,02,26,10064
2008,02,27,10064
2008,02,28,10064
2008,02,29,10046
2008,03,03,10049
2008,03,04,10069
2008,03,05,10074
2008,03,06,10059
2008,03,07,10053
2008,03,10,10042
2008,03,11,10088
2008,03,12,10088
2008,03,13,10103
2008,03,14,10074
2008,03,17,10071
2008,03,18,10120
2008,03,19,10092
2008,03,20,10150
2008,03,24,10218
2008,03,25,10222
2008,03,26,10188
2008,03,27,10177
2008,03,28,10178
2008,03,31,10175
2008,04,01,10191
2008,04,02,10187
2008,04,03,10223
2008,04,04,10223
2008,04,07,10223
2008,04,08,10223
2008,04,09,10223
2008,04,10,10223
2008,04,11,10223
2008,04,14,10223
2008,04,15,10223
2008,04,16,10223
2008,04,17,10223
2008,04,18,10240
2008,04,21,10235
2008,04,22,10199
2008,04,23,10233
2008,04,24,10437
2008,04,25,10457
2008,04,28,10448
2008,04,29,10448
2008,04,30,10448
2008,05,01,10448
2008,05,02,10448
2008,05,05,10448
2008,05,06,10448
2008,05,07,10448
2008,05,08,10448
2008,05,09,10448
2008,05,12,10448
2008,05,13,10448
2008,05,14,10448
2008,05,15,10448
2008,05,16,10448
2008,05,19,10448
2008,05,20,10448
2008,05,21,10448
2008,05,22,10448
2008,05,23,10448
2008,05,27,10448
2008,05,28,10448
2008,05,29,10448
2008,05,30,10448
2008,06,02,10448
2008,06,03,10448
2008,06,04,10448
2008,06,05,10448
2008,06,06,10448
2008,06,09,10448
2008,06,10,10448
2008,06,11,10448
2008,06,12,10448
2008,06,13,10448
2008,06,16,10448
2008,06,17,10448
2008,06,18,10448
2008,06,19,10448
2008,06,20,10589
2008,06,23,10509
2008,06,24,10506
2008,06,25,10529
2008,06,26,10538
2008,06,27,10538
2008,06,30,10521
2008,07,01,10512
2008,07,02,10477
2008,07,03,10483
2008,07,07,10488
2008,07,08,10567
2008,07,09,10508
2008,07,10,10525
2008,07,11,10505
2008,07,14,10414
2008,07,15,10483
2008,07,16,10765
2008,07,17,11068
2008,07,18,11004
2008,07,21,10944
2008,07,22,10926
2008,07,23,10952
2008,07,24,10922
2008,07,25,10927
2008,07,28,10859
2008,07,29,10895
2008,07,30,10884
2008,07,31,10888
2008,08,01,10874
2008,08,04,10874
2008,08,05,10874
2008,08,06,10874
2008,08,07,10866
2008,08,08,10906
2008,08,11,10896
2008,08,12,10899
2008,08,13,10868
2008,08,14,10890
2008,08,15,10891
2008,08,18,10869
2008,08,19,10837
2008,08,20,10795
2008,08,21,10774
2008,08,22,10780
2008,08,25,10754
2008,08,26,10729
2008,08,27,10729
2008,08,28,10729
2008,08,29,10729
2008,09,02,10729
2008,09,03,10729
2008,09,04,10729
2008,09,05,10729
2008,09,08,10729
2008,09,09,10729
2008,09,10,10729
2008,09,11,10729
2008,09,12,10729
2008,09,15,10729
2008,09,16,10695
2008,09,17,10685
2008,09,18,10795
2008,09,19,10866
2008,09,22,10738
2008,09,23,10710
2008,09,24,10732
2008,09,25,10762
2008,09,26,10738
2008,09,29,10588
2008,09,30,11038
2008,10,01,10864
2008,10,02,10718
2008,10,03,10797
2008,10,06,10556
2008,10,07,10444
2008,10,08,10313
2008,10,09,10104
2008,10,10,10184
2008,10,13,10806
2008,10,14,11191
2008,10,15,11066
2008,10,16,11128
2008,10,17,11099
2008,10,20,11121
2008,10,21,11047
2008,10,22,10967
2008,10,23,10978
2008,10,24,10971
2008,10,27,10844
2008,10,28,11405
2008,10,29,11538
2008,10,30,11579
2008,10,31,11974
2008,11,03,12164
2008,11,04,12332
2008,11,05,12152
2008,11,06,12090
2008,11,07,11872
2008,11,10,11845
2008,11,11,11642
2008,11,12,11295
2008,11,13,11686
2008,11,14,11497
2008,11,17,11344
2008,11,18,11347
2008,11,19,11023
2008,11,20,10355
2008,11,21,10808
2008,11,24,11921
2008,11,25,12556
2008,11,26,13388
2008,11,28,13614
2008,12,01,13115
2008,12,02,13151
2008,12,03,13245
2008,12,04,13223
2008,12,05,13269
2008,12,08,13269
2008,12,09,13269
2008,12,10,13269
2008,12,11,13227
2008,12,12,13205
2008,12,15,13178
2008,12,16,13220
2008,12,17,13238
2008,12,18,13217
2008,12,19,13217
2008,12,22,13217
2008,12,23,13217
2008,12,24,13217
2008,12,26,13217
2008,12,29,13217
2008,12,30,13217
2008,12,31,13217
2009,01,02,13217
2009,01,05,13217
2009,01,06,13217
2009,01,07,13217
2009,01,08,13250
2009,01,09,13189
2009,01,12,13041
2009,01,13,13097
2009,01,14,12919
2009,01,15,12845
2009,01,16,12922
2009,01,20,12746
2009,01,21,12897
2009,01,22,12555
2009,01,23,12647
2009,01,26,12597
2009,01,27,12601
2009,01,28,12601
2009,01,29,12601
2009,01,30,12583
2009,02,02,12584
2009,02,03,12551
2009,02,04,12544
2009,02,05,12571
2009,02,06,12747
2009,02,09,12824
2009,02,10,12621
2009,02,11,12640
2009,02,12,12650
2009,02,13,12616
2009,02,17,12582
2009,02,18,12473
2009,02,19,12356
2009,02,20,12364
2009,02,23,12274
2009,02,24,12550
2009,02,25,12472
2009,02,26,12390
2009,02,27,12239
2009,03,02,11887
2009,03,03,11639
2009,03,04,11933
2009,03,05,11325
2009,03,06,11247
2009,03,09,11310
2009,03,10,11710
2009,03,11,11859
2009,03,12,12206
2009,03,13,12291
2009,03,16,12170
2009,03,17,12290
2009,03,18,12352
2009,03,19,12301
2009,03,20,12146
2009,03,23,12376
2009,03,24,12310
2009,03,25,12335
2009,03,26,12389
2009,03,27,12389
2009,03,30,12299
2009,03,31,12385
2009,04,01,12414
2009,04,02,12532
2009,04,03,12631
2009,04,06,12610
2009,04,07,12566
2009,04,08,12615
2009,04,09,12812
2009,04,13,12866
2009,04,14,12771
2009,04,15,12820
2009,04,16,12838
2009,04,17,12940
2009,04,20,12764
2009,04,21,12885
2009,04,22,12910
2009,04,23,12923
2009,04,24,12934
2009,04,27,12875
2009,04,28,12870
2009,04,29,12931
2009,04,30,12823
2009,05,01,12843
2009,05,04,13032
2009,05,05,13026
2009,05,06,13036
2009,05,07,13006
2009,05,08,13020
2009,05,11,12984
2009,05,12,12887
2009,05,13,12676
2009,05,14,12948
2009,05,15,12894
2009,05,18,13126
2009,05,19,13145
2009,05,20,13064
2009,05,21,12996
2009,05,22,12970
2009,05,26,12969
2009,05,27,12907
2009,05,28,13038
2009,05,29,13191
2009,06,01,13234
2009,06,02,13244
2009,06,03,13194
2009,06,04,13265
2009,06,05,13253
2009,06,08,13238
2009,06,09,13264
2009,06,10,13265
2009,06,11,13296
2009,06,12,13313
2009,06,15,13310
2009,06,16,13301
